edition,type,subtype,winner,title,director,year,country,premiere,competition,casting,distributor,producer,screenplay,soundtrack,subtitles,audio,length,genre,director,Fonction Guest,IMDB,Lien IMDB,original_title,URL Poster,text_fr,text_nl,text_en
2017,guest,jury,,European Méliès Competition ,"Jean-Jacques, Rausin",,Belgium,,"Jean-Jacques Rausin wasn’t really keen on his philosophy and literature studies at the University of Liege
and switched to film studies at the IAD. In 2004, Xavier Seron gave him his first part in the short film Rien
d’Insoluble. Twenty short films and seven features later (Eldorado, Torpédo, Au Cul du Loup…), Rausin is a
seasoned actor and gets the part of detective Michael Charlier in the TV-series Public Enemy. Xavier Seron
again offers him his first lead in a feature film Je me tue à le dire, which is awarded by a Magritte for Best
Actor in 2017.",,,,,,,,,,"Jean-Jacques, Rausin",Actor,,https://www.imdb.com/name/nm2317224/?ref_=nv_sr_srsg_0,,,,,
2017,guest,jury,,European Méliès Competition ,"Kadija, Leclere",,Belgium,,"Kadija Leclère graduates in 1997 from the Brussels Royal Conservatory for Dramatic Arts. She acts for a few
years, before becoming active as a casting director. At the same time, she realizes Camille, followed by Sarah
(2002), her first professional short. Two of her short films are shown at CinemaMed: Camille (2002) and La
pelote de laine (2010). In 2010 she directs her first long feature in Morocco, Le Sac de farine, with Hafsia Herzi
in the lead.",,,,,,,,,,"Kadija, Leclere",Actress,,https://www.imdb.com/name/nm0496227/?ref_=nv_sr_srsg_0,,,,,
2017,guest,jury,,European Méliès Competition ,"Martin, Vachiéry",,Belgium,,"Born a few months after the Chernobyl accident, young Martin Vachiéry first discovered the BIFFF in 1999,
when the 13-year managed to sneak into the Passage 44 with his dad. He hasn’t missed a single edition
since. He devours dozens of films each year, with a preference for Korean ghost movies, Australian slashers
and Italian cannibal flicks. This drives him to our midnight sessions at Ciné 2, where he sometimes falls
asleep. During the daytime, he’s a reporter for RTL TVI. He has also directed a documentary in 2010 about
Belgian Hip Hop and he’s a fiery supporter of football club Royale Union St. Gilloise.",,,,,,,,,,"Martin, Vachiéry",,,,,,,,
2017,guest,jury,,European Méliès Competition ,"Riton, Liebman",,Belgium,,"Riton Liebman, a native of Brussels, first got noticed when he was cast in Bertrand Blier’s Préparez vos
mouchoirs in 1978. This makes the 17-year old leave Brussels for Paris, where a love story develops between
him and French cinema. He’ll feature in the films of Yves Boisset, Aldo Maccione and Jacques Deray, while
also playing in plays and television. His career counts more than 50 movies, including Peut-être by Cédric
Klapisch, Mortel Transfert by Jean-Jacques Beineix, L’Homme du Train by Patrice Leconte and Polisse by
Maïwenn). Liebman add one more string to his already impressive bow: directing with Je suis supporter
du Standard in 2013.
FILMO : Préparez vos",,,,,,,,,,"Riton, Liebman",Actor,,https://www.imdb.com/name/nm0509504/?ref_=nv_sr_srsg_0,,,,,
2017,guest,jury,,European Méliès Competition ,"Sylvain, Goldberg ",,Belgium,,"Sylvain Goldberg is a multi-talented artist: author, pianist, composer, interpreter, comedian and director.
He is also the co-founder of the production company Nexus Factory. Beside his 15 years of experience as
a producer, co-producer or executive producer for about 40 Tv-movies, features, documentaries and Tvshows
(Largo Winch, Frank Rive, Le Vélo de Ghislain Lambert, Alive, Le Chignon d’Olga…), Sylvain Goldberg is
also a knowledgeable music lover, having composed for artists like Maurane and Lara Fabien and for adds,
music documentaries and Tv-shows. And, last but not least, he’s the craftsman behind the extension of the
Tax Shelter fiscal instrument from movies and television to the performing arts.",,,,,,,,,,"Sylvain, Goldberg ",Producer,,https://www.imdb.com/name/nm0325320/?ref_=nv_sr_srsg_0,,,,,
2017,guest,jury,,International Thriller Competition,"Didier, Tarquin",,France,,"Didier Tarquin might share his name with an Etruscan king, he luckily doesn’t share his fate, because King Tarquin was brutally
murdered by two angry shepherds. If Tarquin would have found himself in that same situation, he would have defended himself
with… a pen. Because everybody knows the pen is mightier than the sword. Even as a toddler he scribbled like mad and his
first doodles got him into the Plastic Arts Academy of Aix-en-Provence. Even though his stay there was temporary, he did get
infected by the 9th art; to the joy of many comic-strip fans. For more than 20 years, together with Arleston, he forms the iconic
duo which has created one of the biggest fantasy saga’s of the Franco-Belgian comic-strip world. Lanfeust of Troy counts more
than 50 titles, divided over several series (Lanfeust Odyssey, Lanfeust of the Stars, Trolls of Troy …). For the 35th BIFFF, this
exceptional comic-strip artist has not only spoiled us with his talent, but has also given us his idiosyncratic view on sciencefiction.
Enjoy!",,,,,,,,,,"Didier, Tarquin",Comic drawer,,,,,,,
2017,guest,jury,,International Thriller Competition,"Jacques, de Pierpont",,Belgium,,"Radioman Jacques de Pierpont (1950°), known as “Ponpon”, started in 1974 with the French-speaking public
broadcaster RTBF. This comic-strip and scifi fanatic is especially known for his cult radio-show Rock à Gogo, which
was broadcast live every year since 1986 at the BIFFF. He’s also one of the regular DJ’s of our Vampire Ball. Ponpon also
published in the magazines Rock This Town and Les Cahiers de la Bande Dessinée and presented the popular radio
shows The Rockshow on Pure Fm and Hells Bells on Classic 21. In 2015 he said goodbye to public radio, but you can
still hear him on his podcast Fume c’est du belge on the Radio Rectangle platform and through his contributions to
the show Entrez sans frapper on La Première. In 2016, together with comic-strip artist Hervé Bourhis, he released the
comic-strip Heavy Metal in the “La petite bédéthèque des savoirs” collection and he wrote the introduction to books
about Lemmy and The Doors from the Lamiroy publishing house.",,,,,,,,,,"Jacques, de Pierpont",,,,,,,,
2017,guest,jury,,International Thriller Competition,"Kody, Kim",,Belgium,,"Kody Kim learned to make others laugh at the school playground, where he sharpened his puns and wits. After several
improvisation classes, he starts (and finishes) economy studies, but it doesn’t take long before his passion claims him
again. Kody starts on the radio, where he host “Enfants de choeur” every Sunday morning with Christophe Bourdon,
Dominique Watrin, James Deano and Jean-Jacques Brunin. He can soon be seen on the small screen in “Le Grand
Cactus” on the La Deux channel. He’s also a regular face on French television, such as in the popular “Touche pas à mon
poste” with Cyril Hanouna. This king of stand-up comedy has a way with words. He mixes charm and cynicism with
the accuracy of a surgeon.",,,,,,,,,,"Kody, Kim",Actor,,https://www.imdb.com/name/nm7406947/?ref_=nv_sr_srsg_0,,,,,
2017,guest,jury,,International Thriller Competition,"Patrick, Raynal ",,France,,"Patrick Raynal gets hooked on literature by plundering his mother’s bookcase. Combined with his passion for traveling, this
quickly gives results. He was first a crime novel critic before publishing his debut novel, Un Tueur dans les arbres, in 1982. This
is followed by one hit after another (La Clef de 16, Fenêtre sur Femme …). Antoine Gallimard entrusts him with the direction
of the legendary Série Noire in 1991. Raynal manages to balance his function as an editor with his penmanship and delivers
the masterpiece Le Poulpe, which is adapted to the big screen in 1998. Having written more than 30 books, he only has one
more wish; to be reincarnated as John Lee Hooker.",,,,,,,,,,"Patrick, Raynal ",Author,,,,,,,
2017,guest,jury,,7th Orbit Competition ,"Aaron, Christensen ",,USA,,"Aaron Christensen (aka “Dr. AC”) is a Chicago-based actor/writer who has viewed and reviewed over 3000 fright flick
titles (and counting). In addition to serving on the writing staff of HorrorHound Magazine from 2009-2014, he has
contributed to Rue Morgue, Fangoria, Evilspeak, Famous Monsters of Filmland, and is the editor of the critically acclaimed
film guidebooks, HORROR 101: The A-List of Horror Films and Monster Movies and HIDDEN HORROR: A Celebration of 101
Underrated and Overlooked Fright Flicks (winner of the 2013 Rondo Award for Best Horror Book). He is also a founding
member of WildClaw Theatre, Chicago’s only horror-centric theatre, and can be seen as the co-host (along with Adam
Rockoff) of the new Shout! Factory TV series, Horror Hunters.",,,,,,,,,,"Aaron, Christensen ",Author,,,,,,,
2017,guest,jury,,7th Orbit Competition ,"Bénédicte, Philippon",,Belgium,,"After leaving the Royal Conservatory of Brussels in 2007, Bénédicte explores various theatrical and cinematographic
genres before finding her place in comedy. In 2009, she joined the team of “l’Agence Tous Rires” and developed with
them the writing and playing of sketches. In 2012, she writes and performs her first one-woman show “C’est par
où la sortie?”, staged by Mélissa Pire, that is played again in 2013 at the TTO’s café-théâtre. That same year, she also
participated in the show “On ne demande qu’à en rire” on France 2. She continues her comedy career at various artists’
studios (the Made in Brussel Show) and at various festivals (Rochefort, Rions ensemble contre le racisme, etc). In 2013
she also joined the Magic Land Theater company, led by Patrick Chaboud, where she takes over Virginie Hocq’s part
for the reprise of “Magic land règle ses contes”. The collaboration continues with the troupe through several pieces.
Besides theater, Bénédicte also produces a lot of movie and comedy clips (youtube channel: Anton et Béné refont le
monde). Since September 2015, she is part of the team of Grand Cactus, broadcasted on La Deux.",,,,,,,,,,"Bénédicte, Philippon",Actress,,https://www.imdb.com/name/nm3084654/?ref_=nv_sr_srsg_0,,,,,
2017,guest,jury,,7th Orbit Competition ,"Lucile, Poulain",,Belgium,,"Hailing from France, Lucile Poulain lives in Brussels since 2011. She was first active in publishing before becoming a
cultural journalist and critic. She has published several compilations of her articles from the magazines Page blanche
and Fuites, followed by a literary essay and a historical novel, all in collaboration with the Belgian written movie press
(L’Avenir, SoirMag...). As a member of the Belgian Film Press Union, she’s interested in subjects such as the emergence
of women in the film industry and the accessibility of culture for all. For several years she’s also been active in the
audiovisual scene, first as the co-presenter of a daily show on Arabel FM and then with Snooze, the morning show of
Pure (RTBF). In her daily column she shines her particular light on drama, comedy and even horror!",,,,,,,,,,"Lucile, Poulain",,,,,,,,
2017,guest,jury,,7th Orbit Competition ,"Xavier, Seron",,Belgium,,"In 2005 his short film Rien d’insoluble was selected for the Venice Film Festival. He then directed Le crabe with
Christophe Hermans and co-wrote En Compagnie de la Poussière by Jacques Molitor (Locarno festival). In 2014, he codirected
Dreamcatchers with Cédric Bourgeois, a documentary about Belgian wrestlers. Starting from 2011, he shoots
several shorts with Méryl Fortunat-Rossi: Mauvaise Lune, L’Ours noir (more than 200 festival selections and 30 awards,
including a Silver Méliès and the Magritte for Best Short) and Le Plombier (also awarded with a Magritte). His first
feature, Death by Death, an offbeat black comedy, is shown at Karlovy Vary, the Montreal Festival du Nouveau Cinéma
and Sitges. The film has already won several awards, including the NV Award in Palm Springs and two Magritte’s (Best
Actor and Best Screenplay).",,,,,,,,,,"Xavier, Seron",Director,,https://www.imdb.com/name/nm2324637/?ref_=nv_sr_srsg_0,,,,,
2017,guest,jury,,Critics Selection,"David, Hainaut",,Belgium,,"Born in 1980, a graduate in communication studies and an independent journalist since 2006, this adoptive
son of Brussels made his debut for the movie-site Cinenews before specializing in movie critique (for media
such as Be TV, Cinergie, Le Soir, Moustique, La Tribune de Bruxelles...). David Hainaut is chairman of the Union
of Belgian Movie Press since 2012 and an occasional editor-in-chief for Be4Mag and Cinéma Belge. In 2012
he also initiated the Critics’ Award, which is now attributed at a dozen Belgian film festivals. He’s also a
member of the short film selection committee for Wallonie-Bruxelles Images.",,,,,,,,,,"David, Hainaut",,,,,,,,
2017,guest,jury,,Critics Selection,"Marc, Bussens",,Belgium,,"-This year Marc Bussens became chairman of the UFK (Film Critic’s Union). He started his rich career in
journalism with the Flemish daily Gazet van Antwerpen in the seventies and also wrote for other dailies
like Het Volk, Het Nieuwsblad and De Standaard. He’s a regular contributor to various movie magazines
(Filmgids, Cinema Magazine, Cinescoop, Artsenkrant and Vertigo) and writes for the theatre. Besides his
predilection for poetry, he also collaborates on short films and sketches for television.",,,,,,,,,,"Marc, Bussens",,,,,,,,
2017,guest,jury,,Critics Selection,"Olivier, Clinckart",,Belgium,,"Olivier Clinckart studies journalism at the ULB and joins the now defunct Grand Angle magazine as a film
critic. In the 90ties he becomes acquainted with a strange festival populated by all kinds of weird creatures
and a particularly vocal audience. This is the start of his passion for fantastic film. Since 2010 he’s film editor
for the TV-supplement of Moustique weekly. He’s also vice-president of the U.C.C.",,,,,,,,,,"Olivier, Clinckart",,,,,,,,
2017,guest,jury,,Belgian Short Film Competition,"Alain, Galand (Tom Pouce)",,Belgium,,,,,,,,,,,,"Alain, Galand (Tom Pouce)",,,,,,,,
2017,guest,jury,,Belgian Short Film Competition,"Bénédicte, Bourgois",,Belgium,,,,,,,,,,,,"Bénédicte, Bourgois",,,,,,,,
2017,guest,jury,,Belgian Short Film Competition,"Christian, Bontinckx",,Belgium,,,,,,,,,,,,"Christian, Bontinckx",,,,,,,,
2017,guest,jury,,Belgian Short Film Competition,"Dirk, Meiswinkel",,Germany,,"Dirk is the creative mind behind “Krimi-Küche”
(“crimes’ kitchen”). Since 2012 his murder mystery
games are notoriously famous for thriller fans, cooking
buddies and role game players in the German
speaking parts of Europe. As Dirk is supporting the
short feature’s programming of the Fantasy Filmfest
in Germany, the author is a yearly guest at the BIFFF.",,,,,,,,,,"Dirk, Meiswinkel",,,,,,,,
2017,guest,jury,,Belgian Short Film Competition,"François, Stassens",,Belgium,,,,,,,,,,,,"François, Stassens",,,,,,,,
2017,guest,jury,,Belgian Short Film Competition,"Gilles, Reunis",,Belgium,,,,,,,,,,,,"Gilles, Reunis",,,,,,,,
2017,guest,jury,,Belgian Short Film Competition,"Guy, Trifin",,Belgium,,,,,,,,,,,,"Guy, Trifin",,,,,,,,
2017,guest,jury,,Belgian Short Film Competition,"Michel, Devillers",,Belgium,,,,,,,,,,,,"Michel, Devillers",,,,,,,,
2017,guest,jury,,Belgian Short Film Competition,"Natalie, Lebel",,France,,,,,,,,,,,,"Natalie, Lebel",,,,,,,,
2017,guest,jury,,Belgian Short Film Competition,"Thierry, Vandersanden",,Belgium,,"Thierry Vandersanden graduated in film editing and has
worked for almost 20 years for the promotion and distribution
of Belgian cinema with the “Centre de la Fédération
Wallonie Bruxelles”.",,,,,,,,,,"Thierry, Vandersanden",,,,,,,,
2017,guest,movie,,AT THE END OF THE TUNNEL,"Rodrigo, Grande",,Argentina,Belgian,"Rodrigo Grande was born in the city of Rosario, Argentina, in the year 1974. He studied at the “Universidad
del Cine” in Buenos Aires, where he shot his first short films. While developing his career as a writer and
director, he was part of many film crews which worked on some of Argentina’s best productions. During
this time, Rodrigo was active in sound, production design and direction. Gangs from Rosario was his first
feature film as a writer and director and has garnered much critical acclaim and won many international
awards. Los Cuentos de Fontanarrosa (2007) was a very popular fiction TV-show in Argentina. Rodrigo
wrote the scripts for the 33 episodes which aired during its 2 year run in prime time. The series starred the
most important Argentinean actors and actresses. In 2017 he comes to the BIFFF for the first time with At
the End of the Tunnel.",,,,,,,,,,"Rodrigo, Grande",Director,,https://www.imdb.com/name/nm0334824/?ref_=nv_sr_srsg_0,,,,,
2017,guest,movie,,THE BIG EVERYTHING,"Nicolas, Bazz",,France,International,"Straight out of film school, Nicolas Bazz became active in video art, to much acclaim and awards. He went
on to direct two short films, Clueur and Zooloo, alternating with commercials, music videos and TV shows.
Nicolas has been working as a writer/director/producer on his first feature film, The Big Everything, for the
past four years.",,,,,,,,,,"Nicolas, Bazz",Director,,https://www.imdb.com/name/nm2136863/?ref_=nv_sr_srsg_0,,,,,
2017,guest,movie,,BLOODLANDS,"Steven, Kastrissios",,Australia,Belgian,"Born in Australia in 1982, Steven Kastrissios began making films in his early teens. Over the next decade, he
worked towards his goal of feature filmmaking by way of directing several award winning short films, music
videos and a variety of other productions. In 2006, at the age of 24, he produced and directed The Horseman
from his own script. The film garnered rave reviews, screened at SXSW, Sitges, FrightFest, Fantasia, MIFF
(Melbourne International) and won both best film and best director at MUFF (Melbourne Underground)
and A Night of Horror. Bloodlands is his second feature film as a writer and director.",,,,,,,,,,"Steven, Kastrissios",Director,,https://www.imdb.com/name/nm2704895/?ref_=nv_sr_srsg_0,,,,,
2017,guest,movie,,BLUEBEARD,"Soo-Yeon, Lee",,South Korea,European,"Having directed 2 critically acclaimed short films (LA and The Goggles), director Lee Soo-youn made a name
for herself in local and international film festivals. She made her feature debut in 2003 with The Uninvited.
She won Paeksang Art Awards’ Best New Director Award and the Sitges Fantastic Film Festival’s Citizen
Kane Award for Best New Director. Lee went on to direct segments in several anthology films, including Ten
Ten (2008) and Modern Family (2012), for which she won the Cindi Film Festival’s Movie Collage Award and
Firenze’s Korean Film Festival’s Jury Award. With Bluebeard, she has created a film that combines thriller and
mystery genres by keeping each genre’s unique attributes.",,,,,,,,,,"Soo-Yeon, Lee",Director,,https://www.imdb.com/name/nm0498270/?ref_=tt_ov_dr,,,,,
2017,guest,movie,,LA CARAVANE DU CAFARD,"Arno, Pluquet",,Belgium,World,,,,,,,,,,,"Arno, Pluquet",Director,,,,,,,
2017,guest,movie,,THE CHAMBER,"Ben, Parker",,UK,Belgian,"After a 10-year career in film advertising and design, Ben Parker directed the short film Shifter in 2012.
Described by Screen Daily as “Superbly crafted with a killer twist”, Shifter screened at several festivals
including Fantastic Fest in Austin and Frightfest in London. The Chamber marks his feature debut.",,,,,,,,,,"Ben, Parker",Director,,https://www.imdb.com/name/nm3951225/?ref_=nv_sr_srsg_0,,,,,
2017,guest,movie,,CHILDREN OF THE NIGHT,"Andrea, De Sica",,Italy,International,"Andrea De Sica (Rome, 1981°) graduated from the Centro Sperimentale di Cinematografia in 2008 and
obtained a degree in Philosophy in 2009. He worked as the assistant director of Bernardo Bertolucci, Ferzan
Ozpetek, Vincenzo Marra and Daniele Vicari. He also wrote and directed many short films and documentaries
such as L’Esame, which was presented at more than fifty festivals all over the world, and Foschia Pesci Africa
Sonno Nausea Fantasia, co-directed with Daniele Vicari. Andrea De Sica also directed the TV-series Mia and
Me, produced by Rainbow Entertainment. Children of the Night is his first feature film.",,,,,,,,,,"Andrea, De Sica",Director,,https://www.imdb.com/name/nm1693484/?ref_=nv_sr_srsg_0,,,,,
2017,guest,movie,,DON'T KILL IT,"Mike, Mendez",,USA,Belgian,,,,,,,,,,,"Mike, Mendez",Director,,,,,,,
2017,guest,movie,,DREAM DEMON,"Harley, Cokeliss",,UK,Retro,"In 1966, Harley Cokeliss left Chicago to study at the London Film School. In the 1970s he shot many
documentaries (notably the first version of J. Ballard’s Crash!). In 1980, Cokeliss is chosen to lead the second
unit of Irvin Kershner’s The Empire Strikes Back. This is followed by Battletruck in 1982, the adaptation of a
script by John Carpenter with Tommy Lee Jones in the lead (Black Moon Rising), a film with Burt Reynolds
(Malone) and 1988’s Dream Demon, which will become a true cult phenomenon. Dream Demon has now
been restored to its full glory and will be screened at this year’s BIFFF!",,,,,,,,,,"Harley, Cokeliss",Director,,https://www.imdb.com/name/nm0170113/?ref_=nv_sr_srsg_0,,,,,
2017,guest,movie,,EGOMANIAC,"Kate, Shenton",,UK,Belgian,"Born and raised in Staffordshire, she moved on to study politics at the University of York. During her
time at York, Kate Shenton got very involved in both theater and film directing. She made her first short
film Modern Grim and also took a burlesque version of Dr Faustus to the Edinburgh Fringe Festival. After
graduating with distinction, Kate Shenton moved to London where she began to make independent short
films. During this time she made her first short documentary called On Tender Hooks. The film follows
Damian Lloyd-Davies as he begins to undergo his first human suspension, an act which involves piercing
meat hooks through the flesh and then suspending in mid air from them. The film went on to play several
international festivals including Slamdance, Raindance and Encounters. After the success of the short film,
Kate Shenton decided to turn On Tender Hooks into a feature length documentary. She followed different
suspension groups for a year, filming and editing the documentary by herself. She comes to the BIFFF with
her first feature Egomaniac.",,,,,,,,,,"Kate, Shenton",Director,,https://www.imdb.com/name/nm4289128/?ref_=nv_sr_srsg_0,,,,,
2017,guest,movie,,FORGOTTEN SCARES: AN IN-DEPTH LOOK AT FLEMISH HORROR CINEMA,"Steve, De Roover",,Belgium,European,,,,,,,,,,,"Steve, De Roover",Director,,,,,,,
2017,guest,movie,,HIDDEN RESERVES,"Valentin, Hitz",,Switzerland,Belgian,"Valentin Hitz was born in Stuttgart, Germany, but grew up in Zurich, Switzerland and studied film at the
Vienna Film Academy in Austria. He started as an assistant-director for Jessica Hausner, Shirin Neshat,
Barbara Albert and Peter Patzak, just to name a few. And the moment he gets behind the camera himself,
there’s an immediate result. His first short film (Seemannsbegräbnis, 1995) and his first feature (Ratrace,
1998) are shown and awarded at several international film festivals (San Francisco, Zurich, Austin, Puchon,
Vienna, etc.). His newest feature, Hidden Reserves, is a chilling vision of a dystopian future. Valentin Hitz
also teaches at the “Anton Bruckner Private University for Music, Drama and Dance” and produces clips
and video installations for the theater and for art exhibitions.",,,,,,,,,,"Valentin, Hitz",Director,,https://www.imdb.com/name/nm0386985/?ref_=nv_sr_srsg_0,,,,,
2017,guest,movie,,HYPERSOMNIA,"Gabriel, Grieco",,Argentina,International,"Still Life, the debut feature of Argentinean director Gabriel Grieco (1980°) premiered at the Sitges Film
Festival in 2014 and went on to be screened at Fantastic Fest, Morbido, Mar del Plata and the Cannes Film
Festival. Hypersomnia is his second feature film. During its premiere at the Mar del Plata film festival, it won
the award for Best Midnight Screening. It’s now going on its tour through the festival circuit with as first
stop the BIFFF 2017!",,,,,,,,,,"Gabriel, Grieco",Director,,https://www.imdb.com/name/nm0340886/?ref_=nv_sr_srsg_0,,,,,
2017,guest,movie,,I'M A CYBORG BUT THAT'S OKAY,"Chan-Wook, Park",,South Korea,Retro,,,,,,,,,,,"Chan-Wook, Park",Director,,,,,,,
2017,guest,movie,,KUNG-FU YOGA,"Stanley, Tong",,Hong Kong ,Belgian,"Stanley Tong can first be seen on movie sets as a stuntman, but it’s clear from the start that he’s more keen on
directing. In 1991 he makes his remarkable entry to the Hong Kong director’s guild with The Stone Age Warriors.
This leads to the biggest studio in the city state, Golden Harvest, to knock on his door to direct Jackie Chan in
Police Story 3: Super Cop. Surfing on the international success of the film and Jackie Star’s star status, Stanley
Tong leaves for Hollywood where he realizes several action movies, like Once a Cop, the mythical Rumble in
the Bronx, Police Story 4: First Strike or also Mr. Magoo with Leslie Nielsen. 2000 marks his return to Asia with
China Strike Force. With Kung Fu Yoga, Stanley Tong continues his tradition of dazzling action epics with, of
course, Jackie Chan in the lead (it’s their 6th collaboration!). This Asian blockbuster is the perfect combination of
the best from East and West.",,,,,,,,,,"Stanley, Tong",Director,,https://www.imdb.com/name/nm0867262/?ref_=nv_sr_srsg_0,,,,,
2017,guest,movie,,LADY VENGEANCE,"Chan-Wook, Park",,South Korea,Retro,,,,,,,,,,,"Chan-Wook, Park",Director,,,,,,,
2017,guest,movie,,LOOP by Isit Madarász,"Isti, Madarász",,Hungary,Belgian,LOOP by Isit Madarász,,,,,,,,,,"Isti, Madarász",Director,,https://www.imdb.com/name/nm2161035/?ref_=nv_sr_srsg_0,,,,,
2017,guest,movie,,MEATBALL MACHINE KODOKU,"Yoshihiro, Nishimura",,Japan,International,"There’s no need to introduce the Japanese master of special effects, Yoshihiro Nishimura. This creative
mind has a long and grand career in fantastic film, where his creations sometimes overshadow the movies
themselves. In 2008, he directs his first feature, Tokyo Gore Police, leading to international praise. Everything
afterward is just a long love story with the BIFFF: Helldriver, Cold Fish, Karate-Robo Zaborgar, Zombie Ass...
You already know his masterpieces by heart. Two years after his last trip to Brussels, Nishimura, as crazy as
he is talented, returns to delight us with Meatball Machine Kodoku.",,,,,,,,,,"Yoshihiro, Nishimura",Director,,https://www.imdb.com/name/nm1883583/?ref_=tt_ov_dr,,,,,
2017,guest,movie,,MESSAGE FROM THE KING,"Fabrice, Du Welz",,Belgium,Belgian,"In October 1972, while the survivors of flight 571 Fuerza Aérea Uruguaya were indulging in cannibalism
high up in the Andes, little Fabrice came into this world. 32 years later he became Mister Du Welz, the
most prominent Belgian genre film ambassador, with Calvaire. This nihilist smack-in-the-face was an
international hit, but he would have to wait four years before embarking on his next project. And that
was a real challenge, because he transported Emmanuelle Béart and Rufus Sewell to the Thai jungle in
Vinyan. This fierce and punishing film is the confirmation of his particular movie aesthetic, which he’ll
further refine in 2014 with the 2nd part of his Ardennes trilogy, Alleluia. He’ll spoil us at the BIFFF with
not only a master class, but also by presenting his latest English language film, Message From the King.",,,,,,,,,,"Fabrice, Du Welz",Director,,https://www.imdb.com/name/nm0239001/?ref_=nv_sr_srsg_0,,,,,
2017,guest,movie,,MON ANGE,"Harry, Cleven",,Belgium,BIFFF,"After having studied Drama at the Conservatory in Liège, Harry Cleven leaves for Paris where he plays his
first movie parts. And not with just anyone. We’ll see him in Rue Barbare by Gilles Béhat, L’Amour Braque
by Zulawski or L’Oeuvre au Noir by Paul Delvaux. In 1989 his directing career takes off, in which he’ll often
work together with his old friend Jaco Van Dormael. In 2000 he’s a member of our International Jury and
he introduces us to Pourquoi se marier le jour de la fin du monde? Five years later, Harry’s back with Trouble
(starring Benoît Magimel), while also pursuing a career as a scripwriter and actor. You’ll see him in Amer
and Van Dormael’s Brand New Testament. And now he’s back one again at the BIFFF with his adaptation of
a bestseller: Mon Ange.",,,,,,,,,,"Harry, Cleven",Director,,https://www.imdb.com/name/nm0166507/?ref_=nv_sr_srsg_0,,,,,
2017,guest,movie,,MON ANGE,"Thomas, Gunzig",,Belgium,BIFFF,"Thomas Gunzig is a true native of Brussels, which means he can bullshit with the best. His many books, in
which seriousness is coupled with a stylish lightness of prose, are an ode to popular culture. In between Mort
d’un Parfait Bilingue and 10 000 liters of pure horror, this brown belt karate lets publishers duel for the rights
to his work and has fun as a member of our international jury with Lisa Marie (Mars Attacks), but he never
looses sight of his love for writing. Whether it’s songs (for An Pierlé), a radio show like his Café Serré on La
Première, theater or cinema (Jaco Van Dormael’s Le Tout Nouveau Testament and Harry Cleven’s Mon Ange),
Thomas is present on all fronts. When you know that he wakes up at dawn to photograph Brussels under
every angle, you wonder if he ever rests.",,,,,,,,,,"Thomas, Gunzig",Writer,,https://www.imdb.com/name/nm1729322/?ref_=nv_sr_srsg_0,,,,,
2017,guest,movie,,MONOLITH,"Ivan, Silvestrini",,Italy,Belgian,"Ivan Silvestrini completed his directing studies at Rome’s Centro Sperimentale di Cinematografia with his
10th short, Avevamo Vent’Anni (We were twenty). Thanks to this, he was taken on as a helmer to fulllength
feature Come Non Detto (Tell no one). Later on, he directed four web series, including Stuck, the first
Italian-made web series in English, setting the stage for his crossing paths with the producers of Monolith.",,,,,,,,,,"Ivan, Silvestrini",Director,,https://www.imdb.com/name/nm1989547/?ref_=nv_sr_srsg_0,,,,,
2017,guest,movie,,NAILS,"Ross, Noble",,UK,International,"Geordie Stand-Up Ross has been performing since he was smuggled in to his local comedy club at the
age of 15. Licensing laws meant that immediately after his slot he had to leave through the kitchen – but
he has never looked back. In the years since, Ross has become known as a truly exciting and genuinely
original performer and has received huge critical acclaim. He is a former Perrier Award nominee, Barry
Award, and Time Out award winner for best live stand-up, and has won a shed load of other prestigious
awards and nominations with his 13 shows.",,,,,,,,,,"Ross, Noble",Actor,,https://www.imdb.com/name/nm0633665/?ref_=nv_sr_srsg_0,,,,,
2017,guest,movie,,NEIL STRYKER AND THE TYRANT OF TIME,"Rob, Taylor",,USA,Belgian,"Co-writer, director, co-editor, and visual effects supervisor, Rob Taylor has been turning mundane
film-making into movie magic for 15 years. Rob Taylor created the Neil Stryker franchise along with his
brother, Neil Taylor, in 2003 and just completed work on a ten-year odyssey in his most recent feature
film; Neil Stryker and the Tyrant of Time. Rob has done practical effects and art direction on television
pilots, (Blackstar Warrior), feature films and advertisement for magazine and billboards for NBC’s Grimm
and the Oregon Lottery. Rob’s directorial works include Evil Cult (2003) and Neil Stryker and the Tyrant
of Time (2016).",,,,,,,,,,"Rob, Taylor",Director,,https://www.imdb.com/name/nm1503830/?ref_=nv_sr_srsg_0,,,,,
2017,guest,movie,,PREY by Dick Maas,"Dick, Maas",,Netherlands,BIFFF,"Dutch director Dick Maas has been a BIFFF-regular from the start. In 1985 he was a member of our
international jury. He visited us again in 1996 as the very first supervisor of our legendary film students’
workshop and in 2002 as a member of our European jury and to present Down, the American remake of his
horror classic The Lift. 15 years later, the Dutch legend is back. The talented director who delighted us with
movies such as Flodder, Do Not Disturb, Amsterdammed and Saint, is back in Brussels with his latest frightfest:
Prey! Just take a look at the trailer and you’ll see that our beloved Dick hasn’t lost his touch of horror.",,,,,,,,,,"Dick, Maas",Director,,https://www.imdb.com/name/nm0530975/?ref_=nv_sr_srsg_0,,,,,
